id, avg_value, best_value, best_weight
0, 0.0, 0, 0
1, 0.0, 0, 0
2, 0.0, 0, 0
3, 0.0, 0, 0
4, 0.0, 0, 0
5, 0.0, 0, 0
6, 53.85, 26925, 4978
7, 0.0, 0, 0
8, 0.0, 0, 0
9, 145.364, 23053, 3750
10, 96.674, 29016, 5915
11, 81.282, 40641, 8424
12, 867.506, 40535, 9731
13, 601.522, 34553, 7037
14, 1315.866, 46308, 9546
15, 2128.288, 45298, 4922
16, 2808.672, 46308, 9546
17, 3109.55, 52216, 9643
18, 5114.358, 52216, 9643
19, 5871.428, 56822, 9695
20, 7642.706, 56379, 9058
21, 9722.506, 56822, 9695
22, 10883.378, 63028, 9380
23, 14769.55, 63028, 9380
24, 16033.168, 63028, 9380
25, 17660.816, 63028, 9380
26, 19904.714, 67230, 9542
27, 20810.96, 67230, 9542
28, 23604.054, 67230, 9542
29, 25191.698, 67230, 9542
30, 23293.308, 67230, 9542
31, 27339.684, 67230, 9542
32, 28527.338, 67230, 9542
33, 20573.506, 67230, 9542
34, 25158.384, 67230, 9542
35, 24818.054, 67230, 9542
36, 30256.228, 67230, 9542
37, 31715.124, 67230, 9542
38, 34108.678, 67230, 9542
39, 34250.118, 67230, 9542
40, 36423.498, 67230, 9542
41, 24345.582, 68946, 9186
42, 25377.882, 67230, 9542
43, 25050.752, 68946, 9186
44, 20300.548, 68946, 9186
45, 25824.938, 68946, 9186
46, 26208.13, 68946, 9186
47, 24286.738, 68946, 9186
48, 28278.554, 68946, 9186
49, 32057.732, 68946, 9186
50, 30707.536, 68946, 9186
51, 33244.124, 68946, 9186
52, 36273.28, 68946, 9186
53, 39081.12, 68946, 9186
54, 41992.234, 68946, 9186
55, 42395.456, 68946, 9186
56, 47689.136, 68946, 9186
57, 45306.64, 68946, 9186
58, 45767.718, 68946, 9186
59, 49653.206, 68946, 9186
60, 50005.49, 68946, 9186
61, 26486.288, 68946, 9186
62, 30394.526, 68946, 9186
63, 31025.67, 68946, 9186
64, 32001.646, 68946, 9186
65, 34768.582, 68946, 9186
66, 33399.206, 68946, 9186
67, 39965.06, 68946, 9186
68, 29481.432, 68946, 9186
69, 33851.362, 68946, 9186
70, 28487.082, 68946, 9186
71, 30450.512, 68946, 9186
72, 30564.682, 68946, 9186
73, 38221.24, 68946, 9186
74, 38879.052, 68946, 9186
75, 42425.902, 68946, 9186
76, 41790.296, 68946, 9186
77, 41629.608, 68946, 9186
78, 47867.136, 68946, 9186
79, 51551.08, 68946, 9186
80, 51123.08, 68946, 9186
81, 52113.178, 68946, 9186
82, 53723.718, 68946, 9186
83, 55649.808, 68946, 9186
84, 55383.31, 68946, 9186
85, 56539.922, 68946, 9186
86, 55979.586, 68946, 9186
87, 50472.496, 68946, 9186
88, 50040.41, 68946, 9186
89, 56209.168, 68946, 9186
90, 55964.996, 68946, 9186
91, 44252.22, 68946, 9186
92, 47407.908, 68946, 9186
93, 40144.442, 68946, 9186
94, 40822.65, 68946, 9186
95, 41837.766, 68946, 9186
96, 43756.246, 68946, 9186
97, 46507.032, 68946, 9186
98, 40486.022, 68946, 9186
99, 46801.204, 68946, 9186
100, 46883.28, 68946, 9186
101, 46968.058, 68946, 9186
102, 48035.192, 68946, 9186
103, 52140.71, 68946, 9186
104, 51904.912, 68946, 9186
105, 53555.936, 68946, 9186
106, 55655.142, 68946, 9186
107, 56215.636, 68946, 9186
108, 40852.258, 68946, 9186
109, 40608.81, 68946, 9186
110, 41955.33, 68946, 9186
111, 46804.966, 68946, 9186
112, 48937.84, 68946, 9186
113, 40545.048, 68946, 9186
114, 45243.51, 68946, 9186
115, 44964.002, 68946, 9186
116, 46497.436, 68946, 9186
117, 37712.138, 68946, 9186
118, 38024.046, 68946, 9186
119, 40176.612, 68946, 9186
120, 40678.198, 68946, 9186
121, 46308.602, 68946, 9186
122, 46117.964, 68946, 9186
123, 48090.124, 68946, 9186
124, 51500.378, 68946, 9186
125, 50076.444, 68946, 9186
126, 53549.314, 68946, 9186
127, 54118.464, 68946, 9186
128, 55843.496, 68946, 9186
129, 48881.332, 68946, 9186
130, 53654.806, 68946, 9186
131, 52792.29, 68946, 9186
132, 53604.824, 68946, 9186
133, 54814.972, 68946, 9186
134, 57327.908, 68946, 9186
135, 58395.88, 68946, 9186
136, 58516.19, 68946, 9186
137, 62118.964, 68946, 9186
138, 60860.354, 68946, 9186
139, 61497.068, 68946, 9186
140, 47537.576, 68946, 9186
141, 49330.172, 68946, 9186
142, 52742.308, 68946, 9186
143, 53035.674, 68946, 9186
144, 42591.046, 68946, 9186
145, 22614.288, 68946, 9186
146, 26319.79, 68946, 9186
147, 26199.48, 68946, 9186
148, 31577.268, 68946, 9186
149, 33628.066, 68946, 9186
150, 37368.732, 68946, 9186
151, 41074.234, 68946, 9186
152, 44401.224, 68946, 9186
153, 44626.124, 68946, 9186
154, 47279.374, 68946, 9186
155, 48658.294, 68946, 9186
156, 49641.12, 68946, 9186
157, 52245.348, 68946, 9186
158, 53226.312, 68946, 9186
159, 56397.828, 68946, 9186
160, 54743.124, 68946, 9186
161, 56931.814, 68946, 9186
162, 39988.68, 68946, 9186
163, 41919.168, 68946, 9186
164, 44677.008, 68946, 9186
165, 47848.524, 68946, 9186
166, 49365.336, 68946, 9186
167, 51295.824, 68946, 9186
168, 51433.716, 68946, 9186
169, 52536.852, 68946, 9186
170, 53915.772, 68946, 9186
171, 56673.612, 68946, 9186
172, 56673.612, 68946, 9186
173, 57363.072, 68946, 9186
174, 59569.344, 68946, 9186
175, 59689.654, 68946, 9186
176, 60396.696, 68946, 9186
177, 61913.508, 68946, 9186
178, 62602.968, 68946, 9186
179, 63706.104, 68946, 9186
180, 65222.916, 68946, 9186
181, 64809.24, 68946, 9186
182, 64947.132, 68946, 9186
183, 64395.564, 68946, 9186
184, 65912.376, 68946, 9186
185, 66463.944, 68946, 9186
186, 47159.064, 68946, 9186
187, 49365.336, 68946, 9186
188, 52261.068, 68946, 9186
189, 54467.34, 68946, 9186
190, 58741.992, 68946, 9186
191, 60120.912, 68946, 9186
192, 61224.048, 68946, 9186
193, 63016.644, 68946, 9186
194, 64119.78, 68946, 9186
195, 63292.428, 68946, 9186
196, 61372.43, 68946, 9186
197, 52316.538, 68946, 9186
198, 53112.382, 68946, 9186
199, 55278.76, 68946, 9186
200, 56086.464, 68946, 9186
201, 57218.058, 68946, 9186
202, 38074.366, 68946, 9186
203, 39729.07, 68946, 9186
204, 44056.914, 68946, 9186
205, 47077.24, 68946, 9186
206, 49514.49, 68946, 9186
207, 50768.816, 68946, 9186
208, 51052.986, 68946, 9186
209, 51506.556, 68946, 9186
210, 53903.912, 68946, 9186
211, 37832.126, 68946, 9186
212, 40247.692, 68946, 9186
213, 43472.4, 68946, 9186
214, 43721.588, 68946, 9186
215, 47320.078, 68946, 9186
216, 49579.542, 68946, 9186
217, 50918.568, 68946, 9186
218, 53026.842, 68946, 9186
219, 55148.414, 68946, 9186
220, 56113.658, 68946, 9186
221, 55901.208, 68946, 9186
222, 57707.728, 68946, 9186
223, 58640.156, 68946, 9186
224, 58783.41, 68946, 9186
225, 39828.568, 68946, 9186
226, 41658.906, 68946, 9186
227, 47333.05, 68946, 9186
228, 47904.994, 68946, 9186
229, 44694.13, 68946, 9186
230, 46741.346, 68946, 9186
231, 48584.822, 68946, 9186
232, 49748.128, 68946, 9186
233, 53189.524, 68946, 9186
234, 54512.904, 68946, 9186
235, 45155.56, 68946, 9186
236, 44982.288, 68946, 9186
237, 42303.344, 68946, 9186
238, 46527.056, 68946, 9186
239, 48263.264, 68946, 9186
240, 50880.418, 68946, 9186
241, 53462.192, 68946, 9186
242, 52779.81, 68946, 9186
243, 56617.3, 68946, 9186
244, 39260.792, 68946, 9186
245, 43491.452, 68946, 9186
246, 44892.498, 68946, 9186
247, 46066.048, 68946, 9186
248, 47535.604, 68946, 9186
249, 52136.894, 68946, 9186
250, 51030.16, 68946, 9186
251, 52213.324, 68946, 9186
252, 56422.248, 68946, 9186
253, 56059.11, 68946, 9186
254, 59117.71, 68946, 9186
255, 58799.77, 68946, 9186
256, 45070.308, 68946, 9186
257, 46597.308, 68946, 9186
258, 46721.902, 68946, 9186
259, 49737.944, 68946, 9186
260, 38844.476, 68946, 9186
261, 38299.214, 68946, 9186
262, 44646.444, 68946, 9186
263, 44197.604, 68946, 9186
264, 46424.252, 68946, 9186
265, 50836.796, 68946, 9186
266, 51709.5, 68946, 9186
267, 52536.852, 68946, 9186
