id, avg_value, best_value, best_weight
0, 0.0, 0, 0
1, 0.0, 0, 0
2, 0.0, 0, 0
3, 0.0, 0, 0
4, 0.0, 0, 0
5, 0.0, 0, 0
6, 0.0, 0, 0
7, 0.0, 0, 0
8, 0.0, 0, 0
9, 0.0, 0, 0
10, 0.0, 0, 0
11, 0.0, 0, 0
12, 128.41, 25682, 15682
13, 1173.295, 120428, 90428
14, 615.605, 123121, 93121
15, 899.715, 92143, 62143
16, 0.0, 0, 0
17, 2608.175, 118154, 88154
18, 1800.62, 100926, 70926
19, 0.0, 0, 0
20, 1175.925, 127749, 97749
21, 720.865, 144173, 94173
22, 0.0, 0, 0
23, 1589.93, 129808, 89808
24, 0.0, 0, 0
25, 1423.985, 143472, 93472
26, 2587.685, 126399, 96399
27, 283.975, 56795, 36795
28, 1850.855, 136889, 96889
29, 628.745, 125749, 85749
30, 688.805, 137761, 87761
31, 0.0, 0, 0
32, 611.45, 122290, 82290
33, 560.18, 112036, 72036
34, 0.0, 0, 0
35, 0.0, 0, 0
36, 720.865, 144173, 94173
37, 0.0, 0, 0
38, 0.0, 0, 0
39, 0.0, 0, 0
40, 666.75, 133350, 83350
41, 0.0, 0, 0
42, 0.0, 0, 0
43, 722.02, 144404, 94404
44, 541.36, 108272, 68272
45, 0.0, 0, 0
46, 514.03, 102806, 62806
47, 0.0, 0, 0
48, 0.0, 0, 0
49, 334.525, 66905, 36905
50, 0.0, 0, 0
51, 0.0, 0, 0
52, 0.0, 0, 0
53, 0.0, 0, 0
54, 0.0, 0, 0
55, 0.0, 0, 0
56, 0.0, 0, 0
57, 0.0, 0, 0
58, 0.0, 0, 0
59, 0.0, 0, 0
60, 0.0, 0, 0
61, 0.0, 0, 0
62, 0.0, 0, 0
63, 0.0, 0, 0
64, 0.0, 0, 0
65, 0.0, 0, 0
66, 681.85, 136370, 96370
67, 0.0, 0, 0
68, 0.0, 0, 0
69, 0.0, 0, 0
70, 0.0, 0, 0
71, 722.02, 144404, 94404
72, 0.0, 0, 0
73, 0.0, 0, 0
74, 0.0, 0, 0
75, 0.0, 0, 0
76, 0.0, 0, 0
77, 0.0, 0, 0
78, 0.0, 0, 0
79, 0.0, 0, 0
80, 0.0, 0, 0
81, 0.0, 0, 0
82, 0.0, 0, 0
83, 584.69, 116938, 86938
84, 0.0, 0, 0
85, 0.0, 0, 0
86, 0.0, 0, 0
87, 0.0, 0, 0
88, 0.0, 0, 0
89, 0.0, 0, 0
90, 0.0, 0, 0
91, 0.0, 0, 0
92, 0.0, 0, 0
93, 722.02, 144404, 94404
94, 0.0, 0, 0
95, 0.0, 0, 0
96, 0.0, 0, 0
97, 0.0, 0, 0
98, 0.0, 0, 0
99, 0.0, 0, 0
100, 719.08, 143816, 93816
101, 0.0, 0, 0
102, 0.0, 0, 0
103, 722.02, 144404, 94404
104, 0.0, 0, 0
105, 0.0, 0, 0
106, 2037.085, 144404, 94404
107, 0.0, 0, 0
108, 0.0, 0, 0
109, 514.03, 102806, 62806
110, 0.0, 0, 0
111, 0.0, 0, 0
112, 0.0, 0, 0
113, 0.0, 0, 0
114, 0.0, 0, 0
115, 0.0, 0, 0
116, 0.0, 0, 0
117, 0.0, 0, 0
118, 0.0, 0, 0
119, 0.0, 0, 0
120, 0.0, 0, 0
121, 0.0, 0, 0
122, 0.0, 0, 0
123, 0.0, 0, 0
124, 0.0, 0, 0
125, 0.0, 0, 0
126, 1259.785, 133348, 93348
127, 0.0, 0, 0
128, 0.0, 0, 0
129, 0.0, 0, 0
130, 0.0, 0, 0
131, 0.0, 0, 0
132, 1568.66, 112154, 72154
133, 668.625, 133725, 93725
134, 0.0, 0, 0
135, 0.0, 0, 0
136, 0.0, 0, 0
137, 0.0, 0, 0
138, 0.0, 0, 0
139, 0.0, 0, 0
140, 1366.9, 144404, 94404
141, 0.0, 0, 0
142, 0.0, 0, 0
143, 0.0, 0, 0
144, 0.0, 0, 0
145, 0.0, 0, 0
146, 0.0, 0, 0
147, 0.0, 0, 0
148, 0.0, 0, 0
149, 0.0, 0, 0
150, 0.0, 0, 0
151, 0.0, 0, 0
152, 722.02, 144404, 94404
153, 0.0, 0, 0
154, 0.0, 0, 0
155, 0.0, 0, 0
156, 0.0, 0, 0
157, 0.0, 0, 0
158, 0.0, 0, 0
159, 0.0, 0, 0
160, 0.0, 0, 0
161, 0.0, 0, 0
162, 0.0, 0, 0
163, 0.0, 0, 0
164, 0.0, 0, 0
165, 588.315, 117663, 77663
166, 0.0, 0, 0
167, 715.045, 143009, 93009
168, 0.0, 0, 0
169, 0.0, 0, 0
170, 722.02, 144404, 94404
171, 0.0, 0, 0
172, 0.0, 0, 0
173, 0.0, 0, 0
174, 0.0, 0, 0
175, 1160.785, 128976, 88976
176, 0.0, 0, 0
177, 0.0, 0, 0
178, 0.0, 0, 0
179, 0.0, 0, 0
180, 0.0, 0, 0
181, 0.0, 0, 0
182, 0.0, 0, 0
183, 0.0, 0, 0
184, 0.0, 0, 0
185, 0.0, 0, 0
186, 0.0, 0, 0
187, 0.0, 0, 0
188, 0.0, 0, 0
189, 0.0, 0, 0
190, 205.55, 41110, 21110
191, 0.0, 0, 0
192, 0.0, 0, 0
193, 560.395, 112079, 72079
194, 0.0, 0, 0
195, 0.0, 0, 0
196, 0.0, 0, 0
197, 0.0, 0, 0
198, 0.0, 0, 0
199, 639.41, 127882, 87882
200, 557.585, 111517, 71517
201, 0.0, 0, 0
202, 644.88, 128976, 88976
203, 722.02, 144404, 94404
204, 992.845, 132252, 82252
205, 0.0, 0, 0
206, 0.0, 0, 0
207, 0.0, 0, 0
208, 680.58, 136116, 96116
209, 0.0, 0, 0
210, 0.0, 0, 0
211, 0.0, 0, 0
212, 514.03, 102806, 62806
213, 1030.5, 118722, 78722
214, 1679.36, 128976, 88976
215, 0.0, 0, 0
216, 1315.63, 144404, 94404
217, 1158.91, 144404, 94404
218, 542.515, 108503, 68503
219, 0.0, 0, 0
220, 689.0, 137800, 97800
221, 722.02, 144404, 94404
222, 0.0, 0, 0
223, 0.0, 0, 0
224, 0.0, 0, 0
225, 0.0, 0, 0
226, 0.0, 0, 0
227, 0.0, 0, 0
228, 0.0, 0, 0
229, 0.0, 0, 0
230, 722.02, 144404, 94404
231, 0.0, 0, 0
232, 0.0, 0, 0
233, 722.02, 144404, 94404
234, 0.0, 0, 0
235, 722.02, 144404, 94404
236, 0.0, 0, 0
237, 0.0, 0, 0
238, 0.0, 0, 0
239, 664.495, 132899, 92899
240, 0.0, 0, 0
241, 0.0, 0, 0
242, 722.02, 144404, 94404
243, 0.0, 0, 0
244, 532.285, 106457, 66457
245, 0.0, 0, 0
246, 0.0, 0, 0
247, 0.0, 0, 0
248, 511.09, 102218, 62218
249, 0.0, 0, 0
250, 1192.18, 121222, 91222
251, 0.0, 0, 0
252, 0.0, 0, 0
253, 0.0, 0, 0
254, 0.0, 0, 0
255, 0.0, 0, 0
256, 0.0, 0, 0
257, 0.0, 0, 0
258, 0.0, 0, 0
259, 0.0, 0, 0
260, 1056.545, 108503, 68503
261, 0.0, 0, 0
262, 722.02, 144404, 94404
263, 464.635, 92927, 62927
264, 0.0, 0, 0
265, 722.02, 144404, 94404
266, 542.515, 108503, 68503
267, 0.0, 0, 0
268, 722.02, 144404, 94404
269, 0.0, 0, 0
270, 0.0, 0, 0
271, 0.0, 0, 0
272, 0.0, 0, 0
273, 1058.985, 144404, 94404
274, 1903.38, 144404, 94404
275, 0.0, 0, 0
276, 0.0, 0, 0
277, 722.02, 144404, 94404
278, 0.0, 0, 0
279, 516.47, 103294, 73294
280, 0.0, 0, 0
281, 719.08, 143816, 93816
282, 718.515, 143703, 93703
283, 0.0, 0, 0
284, 0.0, 0, 0
285, 0.0, 0, 0
286, 0.0, 0, 0
287, 0.0, 0, 0
288, 620.94, 124188, 84188
289, 0.0, 0, 0
290, 0.0, 0, 0
291, 722.02, 144404, 94404
292, 717.115, 143423, 93423
293, 0.0, 0, 0
294, 0.0, 0, 0
295, 1315.63, 144404, 94404
296, 644.88, 128976, 88976
297, 722.02, 144404, 94404
298, 0.0, 0, 0
299, 0.0, 0, 0
300, 0.0, 0, 0
301, 0.0, 0, 0
302, 0.0, 0, 0
303, 0.0, 0, 0
304, 0.0, 0, 0
305, 0.0, 0, 0
306, 0.0, 0, 0
307, 514.03, 102806, 62806
308, 0.0, 0, 0
309, 666.75, 133350, 83350
310, 0.0, 0, 0
311, 0.0, 0, 0
312, 0.0, 0, 0
