id, avg_value, best_value, best_weight
0, 0.0, 0, 0
1, 0.0, 0, 0
2, 0.0, 0, 0
3, 0.0, 0, 0
4, 0.0, 0, 0
5, 0.0, 0, 0
6, 0.0, 0, 0
7, 0.0, 0, 0
8, 494.085, 98817, 68817
9, 0.0, 0, 0
10, 0.0, 0, 0
11, 0.0, 0, 0
12, 527.025, 105405, 75405
13, 816.19, 117266, 97266
14, 618.47, 123694, 93694
15, 1018.57, 106750, 76750
16, 0.0, 0, 0
17, 476.67, 95334, 75334
18, 488.595, 97719, 67719
19, 562.795, 112559, 92559
20, 0.0, 0, 0
21, 0.0, 0, 0
22, 0.0, 0, 0
23, 229.86, 45972, 25972
24, 0.0, 0, 0
25, 1221.455, 131844, 91844
26, 1227.44, 123940, 93940
27, 0.0, 0, 0
28, 751.965, 82120, 52120
29, 0.0, 0, 0
30, 0.0, 0, 0
31, 0.0, 0, 0
32, 0.0, 0, 0
33, 0.0, 0, 0
34, 0.0, 0, 0
35, 0.0, 0, 0
36, 657.43, 131486, 91486
37, 0.0, 0, 0
38, 0.0, 0, 0
39, 0.0, 0, 0
40, 0.0, 0, 0
41, 0.0, 0, 0
42, 0.0, 0, 0
43, 0.0, 0, 0
44, 0.0, 0, 0
45, 0.0, 0, 0
46, 256.645, 51329, 31329
47, 0.0, 0, 0
48, 0.0, 0, 0
49, 0.0, 0, 0
50, 0.0, 0, 0
51, 0.0, 0, 0
52, 0.0, 0, 0
53, 0.0, 0, 0
54, 0.0, 0, 0
55, 1270.755, 135660, 95660
56, 0.0, 0, 0
57, 0.0, 0, 0
58, 659.22, 131844, 91844
59, 0.0, 0, 0
60, 0.0, 0, 0
61, 0.0, 0, 0
62, 0.0, 0, 0
63, 0.0, 0, 0
64, 0.0, 0, 0
65, 678.3, 135660, 95660
66, 0.0, 0, 0
67, 0.0, 0, 0
68, 585.2, 117040, 77040
69, 0.0, 0, 0
70, 511.09, 102218, 62218
71, 679.28, 135856, 95856
72, 0.0, 0, 0
73, 0.0, 0, 0
74, 382.115, 76423, 46423
75, 0.0, 0, 0
76, 382.115, 76423, 46423
77, 0.0, 0, 0
78, 553.81, 110762, 80762
79, 0.0, 0, 0
80, 0.0, 0, 0
81, 0.0, 0, 0
82, 0.0, 0, 0
83, 0.0, 0, 0
84, 0.0, 0, 0
85, 678.3, 135660, 95660
86, 0.0, 0, 0
87, 590.105, 118021, 78021
88, 0.0, 0, 0
89, 0.0, 0, 0
90, 0.0, 0, 0
91, 0.0, 0, 0
92, 0.0, 0, 0
93, 0.0, 0, 0
94, 0.0, 0, 0
95, 0.0, 0, 0
96, 0.0, 0, 0
97, 0.0, 0, 0
98, 0.0, 0, 0
99, 0.0, 0, 0
100, 0.0, 0, 0
101, 1159.455, 121129, 91129
102, 0.0, 0, 0
103, 553.81, 110762, 80762
104, 0.0, 0, 0
105, 0.0, 0, 0
106, 0.0, 0, 0
107, 0.0, 0, 0
108, 479.715, 95943, 65943
109, 0.0, 0, 0
110, 552.075, 110415, 80415
111, 0.0, 0, 0
112, 556.89, 111378, 71378
113, 0.0, 0, 0
114, 0.0, 0, 0
115, 628.75, 125750, 85750
116, 0.0, 0, 0
117, 0.0, 0, 0
118, 0.0, 0, 0
119, 0.0, 0, 0
120, 0.0, 0, 0
121, 679.28, 135856, 95856
122, 0.0, 0, 0
123, 0.0, 0, 0
124, 0.0, 0, 0
125, 0.0, 0, 0
126, 0.0, 0, 0
127, 682.22, 136444, 96444
128, 0.0, 0, 0
129, 0.0, 0, 0
130, 507.775, 101555, 71555
131, 0.0, 0, 0
132, 1632.62, 135856, 95856
133, 0.0, 0, 0
134, 502.715, 100543, 70543
135, 0.0, 0, 0
136, 682.22, 136444, 96444
137, 0.0, 0, 0
138, 0.0, 0, 0
139, 679.28, 135856, 95856
140, 0.0, 0, 0
141, 0.0, 0, 0
142, 0.0, 0, 0
143, 0.0, 0, 0
144, 0.0, 0, 0
145, 0.0, 0, 0
146, 0.0, 0, 0
147, 0.0, 0, 0
148, 0.0, 0, 0
149, 0.0, 0, 0
150, 0.0, 0, 0
151, 0.0, 0, 0
152, 0.0, 0, 0
153, 0.0, 0, 0
154, 0.0, 0, 0
155, 0.0, 0, 0
156, 0.0, 0, 0
157, 0.0, 0, 0
158, 0.0, 0, 0
159, 0.0, 0, 0
160, 385.055, 77011, 47011
161, 0.0, 0, 0
162, 611.665, 122333, 82333
163, 0.0, 0, 0
164, 0.0, 0, 0
165, 0.0, 0, 0
166, 0.0, 0, 0
167, 0.0, 0, 0
168, 307.915, 61583, 41583
169, 0.0, 0, 0
170, 681.85, 136370, 96370
171, 0.0, 0, 0
172, 0.0, 0, 0
173, 0.0, 0, 0
174, 0.0, 0, 0
175, 682.22, 136444, 96444
176, 0.0, 0, 0
177, 682.22, 136444, 96444
178, 0.0, 0, 0
179, 0.0, 0, 0
180, 0.0, 0, 0
181, 0.0, 0, 0
182, 0.0, 0, 0
183, 378.08, 75616, 45616
184, 649.945, 129989, 89989
185, 523.38, 104676, 84676
186, 682.22, 136444, 96444
187, 0.0, 0, 0
188, 0.0, 0, 0
189, 0.0, 0, 0
190, 654.285, 130857, 80857
191, 0.0, 0, 0
192, 399.145, 79829, 49829
193, 0.0, 0, 0
194, 0.0, 0, 0
195, 0.0, 0, 0
196, 0.0, 0, 0
197, 0.0, 0, 0
198, 0.0, 0, 0
199, 633.565, 126713, 96713
200, 682.22, 136444, 96444
201, 0.0, 0, 0
202, 0.0, 0, 0
203, 0.0, 0, 0
204, 649.945, 129989, 89989
205, 0.0, 0, 0
206, 0.0, 0, 0
207, 0.0, 0, 0
208, 0.0, 0, 0
209, 0.0, 0, 0
210, 0.0, 0, 0
211, 480.445, 96089, 66089
212, 0.0, 0, 0
213, 0.0, 0, 0
214, 0.0, 0, 0
215, 0.0, 0, 0
216, 0.0, 0, 0
217, 0.0, 0, 0
218, 0.0, 0, 0
219, 0.0, 0, 0
220, 0.0, 0, 0
221, 0.0, 0, 0
222, 0.0, 0, 0
223, 0.0, 0, 0
224, 0.0, 0, 0
225, 0.0, 0, 0
226, 0.0, 0, 0
227, 0.0, 0, 0
228, 0.0, 0, 0
229, 0.0, 0, 0
230, 0.0, 0, 0
231, 0.0, 0, 0
232, 686.97, 137394, 97394
233, 0.0, 0, 0
234, 0.0, 0, 0
235, 0.0, 0, 0
236, 0.0, 0, 0
237, 0.0, 0, 0
238, 0.0, 0, 0
239, 0.0, 0, 0
240, 0.0, 0, 0
241, 657.43, 131486, 91486
242, 0.0, 0, 0
243, 0.0, 0, 0
244, 0.0, 0, 0
245, 0.0, 0, 0
246, 0.0, 0, 0
247, 0.0, 0, 0
248, 0.0, 0, 0
249, 0.0, 0, 0
250, 0.0, 0, 0
251, 0.0, 0, 0
252, 0.0, 0, 0
253, 0.0, 0, 0
254, 0.0, 0, 0
255, 686.97, 137394, 97394
256, 0.0, 0, 0
257, 0.0, 0, 0
258, 0.0, 0, 0
259, 0.0, 0, 0
260, 0.0, 0, 0
261, 0.0, 0, 0
262, 0.0, 0, 0
263, 0.0, 0, 0
264, 0.0, 0, 0
265, 686.97, 137394, 97394
266, 0.0, 0, 0
267, 0.0, 0, 0
268, 0.0, 0, 0
269, 599.165, 119833, 89833
270, 483.885, 96777, 66777
271, 0.0, 0, 0
272, 0.0, 0, 0
273, 0.0, 0, 0
274, 0.0, 0, 0
275, 630.37, 126074, 96074
276, 686.97, 137394, 97394
277, 0.0, 0, 0
278, 0.0, 0, 0
279, 1119.915, 112271, 72271
280, 1170.855, 137394, 97394
281, 609.83, 121966, 91966
282, 0.0, 0, 0
283, 0.0, 0, 0
284, 280.225, 56045, 36045
285, 562.31, 112462, 82462
286, 0.0, 0, 0
287, 1089.875, 136248, 96248
288, 685.775, 137155, 97155
289, 0.0, 0, 0
290, 0.0, 0, 0
291, 521.61, 104322, 74322
292, 408.635, 81727, 51727
293, 0.0, 0, 0
294, 786.715, 116233, 76233
295, 0.0, 0, 0
296, 686.97, 137394, 97394
297, 0.0, 0, 0
298, 686.97, 137394, 97394
299, 0.0, 0, 0
300, 0.0, 0, 0
301, 0.0, 0, 0
302, 0.0, 0, 0
303, 0.0, 0, 0
304, 0.0, 0, 0
305, 0.0, 0, 0
306, 0.0, 0, 0
307, 331.495, 66299, 46299
308, 555.015, 111003, 81003
309, 0.0, 0, 0
310, 0.0, 0, 0
311, 0.0, 0, 0
312, 0.0, 0, 0
313, 0.0, 0, 0
314, 0.0, 0, 0
