id, avg_value, best_value, best_weight
0, 0.0, 0, 0
1, 0.0, 0, 0
2, 0.0, 0, 0
3, 0.0, 0, 0
4, 0.0, 0, 0
5, 0.0, 0, 0
6, 0.0, 0, 0
7, 0.0, 0, 0
8, 0.0, 0, 0
9, 0.0, 0, 0
10, 0.0, 0, 0
11, 0.0, 0, 0
12, 0.0, 0, 0
13, 0.0, 0, 0
14, 0.0, 0, 0
15, 91.918, 26230, 5234
16, 29.114, 9208, 5730
17, 246.436, 29918, 7735
18, 292.156, 35564, 9264
19, 436.698, 29611, 9296
20, 590.208, 42214, 8218
21, 1102.956, 40853, 8276
22, 1611.766, 37937, 9230
23, 2092.502, 48798, 9434
24, 3281.526, 49417, 8719
25, 4383.614, 53944, 8122
26, 6534.49, 56095, 9890
27, 6854.696, 59818, 8260
28, 9735.352, 57806, 9433
29, 10075.602, 65485, 9382
30, 12826.208, 63528, 9687
31, 13536.686, 67842, 9546
32, 13725.836, 69156, 9783
33, 12541.09, 69156, 9783
34, 12010.176, 69156, 9783
35, 13634.114, 67842, 9546
36, 13213.746, 69156, 9783
37, 18193.08, 69156, 9783
38, 19410.746, 69156, 9783
39, 20455.27, 69156, 9783
40, 23208.854, 69156, 9783
41, 27510.872, 69156, 9783
42, 26133.266, 69156, 9783
43, 30277.062, 75064, 9880
44, 31248.994, 75064, 9880
45, 29121.888, 75064, 9880
46, 32005.218, 75064, 9880
47, 29028.274, 75064, 9880
48, 33062.784, 75064, 9880
49, 37109.894, 75064, 9880
50, 36529.69, 75064, 9880
51, 39672.736, 75064, 9880
52, 42018.586, 75064, 9880
53, 46954.7, 75064, 9880
54, 34725.15, 75064, 9880
55, 38846.128, 75064, 9880
56, 29200.084, 75064, 9880
57, 33794.79, 75064, 9880
58, 38109.298, 75064, 9880
59, 26958.0, 75064, 9880
60, 29353.508, 75064, 9880
61, 30108.202, 75064, 9880
62, 36003.364, 75064, 9880
63, 38243.816, 75064, 9880
64, 28324.074, 75064, 9880
65, 31470.994, 75064, 9880
66, 28158.272, 75064, 9880
67, 34137.24, 75064, 9880
68, 31411.878, 75064, 9880
69, 17929.534, 75064, 9880
70, 20043.308, 75064, 9880
71, 21144.958, 75064, 9880
72, 18668.358, 75064, 9880
73, 21516.342, 75064, 9880
74, 21334.454, 75064, 9880
75, 16527.222, 75064, 9880
76, 12644.402, 75064, 9880
77, 15373.108, 75064, 9880
78, 11949.86, 75064, 9880
79, 17208.758, 75064, 9880
80, 19283.014, 75064, 9880
81, 21567.02, 75064, 9880
82, 24029.974, 75064, 9880
83, 25903.8, 75064, 9880
84, 29945.28, 75064, 9880
85, 31764.55, 75064, 9880
86, 34718.288, 75064, 9880
87, 39059.308, 75064, 9880
88, 32034.07, 75064, 9880
89, 34384.304, 75064, 9880
90, 38030.52, 75064, 9880
91, 39374.156, 75064, 9880
92, 41667.31, 75064, 9880
93, 43849.064, 75064, 9880
94, 47376.904, 75064, 9880
95, 39751.024, 75064, 9880
96, 21044.172, 75064, 9880
97, 25103.338, 75064, 9880
98, 17379.4, 75064, 9880
99, 21594.8, 75064, 9880
100, 20531.854, 75064, 9880
101, 20105.336, 75064, 9880
102, 21409.224, 75064, 9880
103, 22461.756, 75064, 9880
104, 27900.176, 75064, 9880
105, 30302.224, 75064, 9880
106, 35388.976, 75064, 9880
107, 36590.0, 75064, 9880
108, 40921.632, 75064, 9880
109, 33269.336, 75064, 9880
110, 34193.736, 75064, 9880
111, 38871.336, 75064, 9880
112, 40811.184, 75064, 9880
113, 44125.884, 75064, 9880
114, 47290.32, 75064, 9880
115, 47717.072, 75064, 9880
116, 51135.712, 75064, 9880
117, 51510.032, 75064, 9880
118, 54435.36, 75064, 9880
119, 59281.24, 75064, 9880
120, 58899.0, 75064, 9880
121, 58906.504, 75064, 9880
122, 53652.024, 75064, 9880
123, 55890.544, 75064, 9880
124, 43593.448, 75064, 9880
125, 45811.556, 75064, 9880
126, 49912.224, 75064, 9880
127, 50649.464, 75064, 9880
128, 52175.512, 75064, 9880
129, 52256.484, 75064, 9880
130, 54866.468, 75064, 9880
131, 56664.784, 75064, 9880
132, 58290.976, 75064, 9880
133, 55019.168, 75064, 9880
134, 61445.716, 75064, 9880
135, 32535.732, 75068, 9702
136, 34648.56, 75068, 9702
137, 34564.62, 75068, 9702
138, 21945.54, 75068, 9702
139, 25126.372, 75068, 9702
140, 25122.728, 75068, 9702
141, 21621.424, 75068, 9702
142, 14987.752, 75068, 9702
143, 19741.132, 75068, 9702
144, 18430.708, 75068, 9702
145, 26555.712, 75068, 9702
146, 18328.3, 75068, 9702
147, 22214.68, 75068, 9702
148, 21573.4, 75068, 9702
149, 27280.452, 75068, 9702
150, 28412.544, 75068, 9702
151, 32668.968, 75068, 9702
152, 34440.316, 75068, 9702
153, 37152.672, 75068, 9702
154, 41261.896, 75068, 9702
155, 44234.416, 75068, 9702
156, 28443.824, 75068, 9702
157, 33126.208, 75068, 9702
158, 26307.712, 75068, 9702
159, 26378.2, 75068, 9702
160, 31619.66, 75068, 9702
161, 29522.436, 75068, 9702
162, 37888.568, 75068, 9702
163, 24490.688, 75068, 9702
164, 28983.02, 75068, 9702
165, 23046.508, 75068, 9702
166, 27869.676, 75068, 9702
167, 32026.484, 75068, 9702
168, 30981.78, 75068, 9702
169, 35062.896, 75068, 9702
170, 31184.408, 75068, 9702
171, 37771.584, 75068, 9702
172, 39280.012, 75068, 9702
173, 41951.896, 75068, 9702
174, 41374.848, 75068, 9702
175, 47377.168, 75068, 9702
176, 50673.092, 75068, 9702
177, 48117.66, 75068, 9702
178, 50391.636, 75068, 9702
179, 55035.656, 75068, 9702
180, 53114.46, 75068, 9702
181, 47374.048, 75068, 9702
182, 49037.292, 75068, 9702
183, 53679.76, 75068, 9702
184, 38424.628, 75068, 9702
185, 35698.684, 75068, 9702
186, 39600.66, 75068, 9702
187, 40536.72, 75068, 9702
188, 28839.56, 75068, 9702
189, 22767.048, 75068, 9702
190, 16991.688, 75068, 9702
191, 18924.64, 75068, 9702
192, 25438.932, 75068, 9702
193, 13430.736, 75068, 9702
194, 16241.008, 75068, 9702
195, 17273.144, 75068, 9702
196, 14783.744, 75068, 9702
197, 15407.876, 75068, 9702
198, 19614.42, 75068, 9702
199, 23240.72, 75068, 9702
200, 25336.2, 75068, 9702
201, 30660.696, 75068, 9702
202, 34613.536, 75068, 9702
203, 35051.076, 75068, 9702
204, 40219.488, 75068, 9702
205, 42317.648, 75068, 9702
206, 42802.364, 75068, 9702
207, 30392.492, 75068, 9702
208, 37334.632, 75068, 9702
209, 36900.836, 75068, 9702
210, 32758.156, 75068, 9702
211, 26239.548, 75068, 9702
212, 27110.352, 75068, 9702
213, 31674.456, 75068, 9702
214, 32705.032, 75068, 9702
215, 36759.256, 75068, 9702
216, 41266.548, 75068, 9702
217, 43881.62, 75068, 9702
218, 43548.6, 75068, 9702
219, 49567.44, 75068, 9702
220, 48055.892, 75068, 9702
221, 51832.88, 75068, 9702
222, 55446.332, 75068, 9702
223, 58759.512, 75068, 9702
224, 34907.712, 75068, 9702
225, 27324.752, 75068, 9702
226, 29416.468, 75068, 9702
227, 30887.816, 75068, 9702
228, 31965.568, 75068, 9702
229, 35832.116, 75068, 9702
230, 38591.44, 75068, 9702
231, 41792.916, 75068, 9702
232, 44300.064, 75068, 9702
233, 47032.904, 75068, 9702
234, 48803.996, 79554, 9804
235, 23149.568, 79554, 9804
236, 18197.86, 79554, 9804
237, 20217.156, 79554, 9804
238, 18232.752, 79554, 9804
239, 16856.692, 79554, 9804
240, 22133.968, 79554, 9804
241, 25420.108, 79554, 9804
242, 25469.24, 79554, 9804
243, 28473.828, 79554, 9804
244, 34187.968, 79554, 9804
245, 30358.552, 79554, 9804
246, 34974.512, 79554, 9804
247, 41608.744, 79554, 9804
248, 41460.628, 79554, 9804
249, 44781.776, 79554, 9804
250, 48487.704, 79554, 9804
251, 48565.598, 79554, 9804
252, 52167.176, 79554, 9804
253, 55193.164, 79554, 9804
254, 52668.864, 79554, 9804
255, 57906.552, 79554, 9804
256, 59172.684, 79554, 9804
257, 61542.776, 79554, 9804
258, 61395.848, 79554, 9804
259, 65119.32, 79554, 9804
260, 66008.028, 79554, 9804
261, 67375.128, 79554, 9804
262, 68862.488, 79554, 9804
263, 60839.876, 79554, 9804
264, 61942.384, 79554, 9804
265, 65483.892, 79554, 9804
266, 61348.356, 79554, 9804
267, 62126.888, 79554, 9804
268, 66869.264, 79554, 9804
