id, avg_value, best_value, best_weight
0, 0.0, 0, 0
1, 0.0, 0, 0
2, 0.0, 0, 0
3, 0.0, 0, 0
4, 0.0, 0, 0
5, 0.0, 0, 0
6, 0.0, 0, 0
7, 0.0, 0, 0
8, 2.182, 1091, 791
9, 6.714, 1283, 983
10, 10.348, 1426, 926
11, 6.344, 1203, 903
12, 22.23, 1441, 941
13, 41.6, 1393, 793
14, 47.846, 1585, 985
15, 87.696, 1534, 934
16, 91.394, 1496, 896
17, 87.226, 1594, 994
18, 151.044, 1651, 951
19, 144.232, 1645, 845
20, 188.816, 1645, 845
21, 242.768, 1760, 960
22, 310.302, 1760, 960
23, 290.464, 1788, 988
24, 387.976, 1788, 988
25, 430.912, 1788, 988
26, 487.786, 1867, 967
27, 451.294, 1788, 988
28, 543.146, 1867, 967
29, 471.562, 1867, 967
30, 507.284, 1867, 967
31, 508.684, 1867, 967
32, 614.572, 1889, 989
33, 625.93, 1889, 989
34, 686.492, 1889, 989
35, 734.914, 1889, 989
36, 694.694, 1889, 989
37, 819.742, 1889, 989
38, 883.5, 1889, 989
39, 932.216, 1889, 989
40, 950.548, 1889, 989
41, 885.93, 1889, 989
42, 959.716, 1889, 989
43, 1030.826, 1889, 989
44, 1054.65, 1889, 989
45, 1089.38, 1889, 989
46, 866.698, 1889, 989
47, 1018.044, 1889, 989
48, 1096.538, 1889, 989
49, 1104.954, 1889, 989
50, 1211.888, 1889, 989
51, 1225.136, 1889, 989
52, 1272.9, 1889, 989
53, 1303.222, 1889, 989
54, 1288.962, 1889, 989
55, 1322.346, 1889, 989
56, 1382.828, 1889, 989
57, 1388.986, 1889, 989
58, 1424.878, 1889, 989
59, 1474.946, 1889, 989
60, 1544.32, 1889, 989
61, 1506.394, 1889, 989
62, 1588.562, 1889, 989
63, 1579.556, 1889, 989
64, 1610.374, 1889, 989
65, 1667.73, 1889, 989
66, 1654.324, 1889, 989
67, 1696.858, 1889, 989
68, 1705.684, 1889, 989
69, 1764.666, 1889, 989
70, 1734.948, 1889, 989
71, 1731.782, 1889, 989
72, 1775.392, 1889, 989
73, 1792.816, 1889, 989
74, 1798.57, 1889, 989
75, 1819.958, 1889, 989
76, 1818.166, 1889, 989
77, 1800.522, 1889, 989
78, 1819.056, 1889, 989
79, 1837.918, 1889, 989
80, 1855.956, 1889, 989
81, 1523.096, 1889, 989
82, 1596.972, 1889, 989
83, 1629.724, 1889, 989
84, 1638.626, 1889, 989
85, 1656.158, 1889, 989
86, 1700.112, 1889, 989
87, 1686.538, 1889, 989
88, 1758.394, 1889, 989
89, 1659.032, 1889, 989
90, 1746.514, 1889, 989
91, 1753.738, 1889, 989
92, 1774.998, 1889, 989
93, 1804.258, 1889, 989
94, 1812.664, 1889, 989
95, 1797.236, 1889, 989
96, 1819.832, 1889, 989
97, 1819.444, 1889, 989
98, 1789.68, 1889, 989
99, 1838.722, 1889, 989
100, 1850.444, 1889, 989
101, 1839.498, 1889, 989
102, 1847.054, 1889, 989
103, 1856.536, 1889, 989
104, 1861.778, 1889, 989
105, 1853.936, 1889, 989
106, 1858.776, 1889, 989
107, 1866.332, 1889, 989
108, 1862.11, 1889, 989
109, 1752.548, 1889, 989
110, 1779.05, 1889, 989
111, 1760.16, 1889, 989
112, 1790.772, 1889, 989
113, 1763.882, 1889, 989
114, 1808.958, 1889, 989
115, 1831.656, 1889, 989
116, 1820.996, 1889, 989
117, 1820.996, 1889, 989
118, 1833.952, 1889, 989
119, 1823.474, 1889, 989
120, 1843.154, 1889, 989
121, 1810.932, 1889, 989
122, 1840.66, 1889, 989
123, 1847.862, 1889, 989
124, 1858.68, 1889, 989
125, 1852.796, 1889, 989
126, 1860.64, 1889, 989
127, 1872.322, 1889, 989
128, 1854.288, 1889, 989
129, 1872.87, 1889, 989
130, 1857.812, 1889, 989
131, 1876.094, 1889, 989
132, 1875.92, 1889, 989
133, 1488.15, 1889, 989
134, 1480.902, 1889, 989
135, 1572.47, 1889, 989
136, 1592.176, 1889, 989
137, 1270.832, 1889, 989
138, 1291.22, 1889, 989
139, 966.526, 1889, 989
140, 887.402, 1889, 989
141, 970.304, 1889, 989
142, 1120.568, 1889, 989
143, 1143.236, 1889, 989
144, 762.514, 1889, 989
145, 603.838, 1889, 989
146, 769.856, 1889, 989
147, 880.06, 1889, 989
148, 943.47, 1889, 989
149, 1026.76, 1889, 989
150, 1083.644, 1889, 989
151, 1050.284, 1889, 989
152, 1216.088, 1889, 989
153, 1245.884, 1889, 989
154, 1298.99, 1889, 989
155, 1307.188, 1889, 989
156, 1439.204, 1889, 989
157, 1156.068, 1889, 989
158, 1333.634, 1889, 989
159, 1371.2, 1889, 989
160, 1416.536, 1889, 989
161, 1367.422, 1889, 989
162, 1507.422, 1889, 989
163, 1442.982, 1889, 989
164, 1541.424, 1889, 989
165, 1501.614, 1889, 989
166, 1244.484, 1889, 989
167, 1282.452, 1889, 989
168, 1336.854, 1889, 989
169, 1385.952, 1889, 989
170, 1454.52, 1889, 989
171, 1441.52, 1889, 989
172, 1498.222, 1889, 989
173, 1584.928, 1889, 989
174, 1594.612, 1889, 989
175, 1615.77, 1889, 989
176, 1630.124, 1889, 989
177, 1681.42, 1889, 989
178, 918.64, 1889, 989
179, 1023.908, 1889, 989
180, 1015.648, 1889, 989
181, 796.858, 1889, 989
182, 907.156, 1889, 989
183, 812.178, 1889, 989
184, 981.702, 1889, 989
185, 975.616, 1889, 989
186, 1070.926, 1889, 989
187, 1114.462, 1889, 989
188, 1159.728, 1889, 989
189, 1309.354, 1889, 989
190, 1377.3, 1889, 989
191, 1384.04, 1889, 989
192, 1372.786, 1889, 989
193, 1533.084, 1889, 989
194, 1515.388, 1889, 989
195, 1491.27, 1889, 989
196, 1564.82, 1889, 989
197, 1638.756, 1889, 989
198, 1624.564, 1889, 989
199, 1664.44, 1889, 989
200, 1703.936, 1889, 989
201, 1713.528, 1889, 989
202, 1500.796, 1889, 989
203, 1525.088, 1889, 989
204, 1620.838, 1889, 989
205, 1604.068, 1889, 989
206, 1597.886, 1889, 989
207, 1613.18, 1889, 989
208, 1650.412, 1889, 989
209, 1660.358, 1889, 989
210, 1714.698, 1889, 989
211, 1711.532, 1889, 989
212, 1739.708, 1889, 989
213, 1736.254, 1889, 989
214, 1765.328, 1889, 989
215, 1722.722, 1889, 989
216, 1820.074, 1889, 989
217, 1799.408, 1889, 989
218, 1797.962, 1889, 989
219, 1812.842, 1889, 989
220, 1537.07, 1889, 989
221, 1571.444, 1889, 989
222, 1621.996, 1889, 989
223, 1604.664, 1889, 989
224, 1649.33, 1889, 989
225, 1656.66, 1889, 989
226, 1699.388, 1889, 989
227, 1729.394, 1889, 989
228, 1714.556, 1889, 989
229, 1497.428, 1889, 989
230, 1535.764, 1889, 989
231, 1564.874, 1889, 989
232, 1616.096, 1889, 989
233, 1595.43, 1889, 989
234, 1603.414, 1889, 989
235, 1692.754, 1889, 989
236, 1695.0, 1889, 989
237, 1675.034, 1889, 989
238, 1692.908, 1889, 989
239, 1697.646, 1889, 989
240, 1772.574, 1889, 989
241, 1781.146, 1889, 989
242, 1792.984, 1889, 989
243, 1768.48, 1889, 989
244, 1337.472, 1889, 989
245, 1383.952, 1889, 989
246, 1400.336, 1889, 989
247, 1560.246, 1889, 989
248, 1513.348, 1889, 989
249, 1580.664, 1889, 989
250, 1642.316, 1889, 989
251, 1611.644, 1889, 989
252, 1644.634, 1889, 989
253, 1652.19, 1889, 989
254, 1256.072, 1889, 989
255, 1188.926, 1889, 989
256, 1268.55, 1889, 989
257, 1306.616, 1889, 989
258, 1117.042, 1889, 989
259, 1094.762, 1889, 989
260, 928.816, 1889, 989
261, 947.134, 1889, 989
262, 1008.44, 1889, 989
263, 1136.606, 1889, 989
264, 1140.384, 1889, 989
265, 1099.112, 1889, 989
266, 1265.058, 1889, 989
267, 1076.158, 1889, 989
268, 1181.774, 1889, 989
269, 1184.216, 1889, 989
270, 1201.684, 1889, 989
271, 1276.602, 1889, 989
272, 1326.072, 1889, 989
273, 1376.114, 1889, 989
274, 1375.9, 1889, 989
275, 1542.634, 1889, 989
276, 1508.986, 1889, 989
277, 1551.882, 1889, 989
278, 1549.972, 1889, 989
279, 1568.438, 1889, 989
280, 1601.798, 1889, 989
281, 1619.672, 1889, 989
282, 1636.37, 1889, 989
283, 1660.822, 1889, 989
284, 1693.968, 1889, 989
285, 1712.216, 1889, 989
286, 1702.166, 1889, 989
287, 1701.524, 1889, 989
