generation_counter,fitness,best_fitness
1,74.29,84
2,77.28,84
3,78.58,88
4,79.35,88
5,80.75,88
6,82.32,90
7,83.77,90
8,84.05,91
9,85.58,92
10,86.36,93
11,86.92,93
12,87.17,93
13,87.5,93
14,88.0,94
15,88.19,94
16,88.76,94
17,89.44,95
18,89.75,95
19,89.93,95
20,90.03,95
21,90.71,96
22,90.59,96
23,91.55,96
24,92.07,96
25,92.6,97
26,93.09,97
27,93.67,98
28,93.6,98
29,93.92,98
30,94.52,98
31,94.79,98
32,95.07,98
33,94.97,98
34,94.76,98
35,94.91,98
