generation_counter,fitness,best_fitness
1,75.24,84
2,77.8,86
3,79.52,87
4,81.64,88
5,81.76,88
6,82.96,90
7,84.76,90
8,85.44,91
9,86.84,91
10,87.12,92
11,87.0,92
12,86.96,92
13,88.12,92
14,89.04,92
15,89.64,93
16,90.2,93
17,90.96,95
18,91.16,95
19,91.08,95
20,91.48,96
21,92.2,96
22,92.6,97
23,93.6,97
24,92.68,97
25,93.8,97
