id, avg_value, best_value, best_weight
0, 0.0, 0, 0
1, 0.0, 0, 0
2, 0.0, 0, 0
3, 0.0, 0, 0
4, 0.0, 0, 0
5, 0.0, 0, 0
6, 0.0, 0, 0
7, 0.0, 0, 0
8, 0.0, 0, 0
9, 0.0, 0, 0
10, 0.0, 0, 0
11, 0.0, 0, 0
12, 0.0, 0, 0
13, 0.0, 0, 0
14, 0.0, 0, 0
15, 0.0, 0, 0
16, 0.0, 0, 0
17, 0.0, 0, 0
18, 0.0, 0, 0
19, 0.0, 0, 0
20, 0.0, 0, 0
21, 26.73, 13365, 9311
22, 0.0, 0, 0
23, 84.832, 28483, 9967
24, 89.78, 28637, 9942
25, 180.108, 31326, 9874
26, 267.552, 28297, 7729
27, 405.758, 26782, 9333
28, 659.59, 30823, 8657
29, 630.604, 27152, 9574
30, 994.206, 42950, 9016
31, 749.556, 42180, 9280
32, 1689.802, 46980, 8097
33, 1279.186, 53748, 9417
34, 2135.38, 50423, 7626
35, 3085.572, 48589, 10197
36, 4063.186, 57858, 8161
37, 5690.84, 59223, 9716
38, 6808.962, 59690, 7813
39, 9675.21, 62033, 8744
40, 11542.62, 68403, 8076
41, 14698.272, 70654, 8614
42, 18932.59, 77354, 8686
43, 13071.632, 77912, 8845
44, 18442.388, 77354, 8686
45, 19862.038, 81622, 10272
46, 25334.386, 79750, 9876
47, 14511.97, 81064, 10113
48, 17318.418, 81064, 10113
49, 20008.076, 81622, 10272
50, 20719.172, 81622, 10272
51, 22022.18, 81622, 10272
52, 25904.218, 81622, 10272
53, 16900.88, 84886, 10070
54, 17685.826, 85444, 10229
55, 22312.618, 85444, 10229
56, 24380.06, 85444, 10229
57, 21757.33, 85444, 10229
58, 14805.718, 85444, 10229
59, 13891.22, 85444, 10229
60, 18143.278, 85444, 10229
61, 19150.256, 85444, 10229
62, 21539.442, 85444, 10229
63, 27756.588, 85444, 10229
64, 25729.408, 85444, 10229
65, 25386.948, 85444, 10229
66, 27000.836, 85444, 10229
67, 30549.494, 85444, 10229
68, 31718.912, 85444, 10229
69, 33507.884, 85444, 10229
70, 36934.736, 85444, 10229
71, 42986.542, 85444, 10229
72, 44988.138, 85444, 10229
73, 46644.486, 85444, 10229
74, 52571.81, 85444, 10229
75, 55005.69, 85444, 10229
76, 27177.512, 85444, 10229
77, 23546.588, 85444, 10229
78, 27049.708, 85444, 10229
79, 30131.902, 85444, 10229
80, 28730.828, 85444, 10229
81, 34780.042, 85444, 10229
82, 31363.054, 85444, 10229
83, 32155.616, 85444, 10229
84, 32446.684, 85444, 10229
85, 41429.614, 85444, 10229
86, 46456.22, 85444, 10229
87, 28064.762, 85444, 10229
88, 30466.624, 85444, 10229
89, 27759.966, 85444, 10229
90, 29258.484, 85444, 10229
91, 34895.36, 85444, 10229
92, 34533.238, 85444, 10229
93, 37833.458, 85444, 10229
94, 45338.748, 85444, 10229
95, 26028.864, 85444, 10229
96, 29974.65, 85444, 10229
97, 33462.594, 85444, 10229
98, 38689.178, 85444, 10229
99, 28010.308, 85444, 10229
100, 17909.364, 85444, 10229
101, 22505.078, 85444, 10229
102, 23669.84, 85444, 10229
103, 30573.396, 86135, 9951
104, 21945.558, 86135, 9951
105, 18646.1, 86135, 9951
106, 14365.974, 86135, 9951
107, 15101.984, 86135, 9951
108, 17427.028, 86135, 9951
109, 16663.718, 86135, 9951
110, 17913.318, 86135, 9951
111, 17329.536, 86135, 9951
112, 17667.616, 86135, 9951
113, 15734.472, 86135, 9951
114, 20005.748, 86135, 9951
115, 13429.182, 86135, 9951
116, 19103.444, 86135, 9951
117, 19369.064, 86135, 9951
118, 4247.04, 86135, 9951
119, 8803.214, 86135, 9951
120, 12684.446, 86135, 9951
121, 16125.7, 86135, 9951
122, 17630.096, 86135, 9951
123, 17570.208, 86135, 9951
124, 18743.84, 86135, 9951
125, 23452.066, 86135, 9951
126, 20855.682, 86135, 9951
127, 22890.35, 86135, 9951
128, 25547.83, 86135, 9951
129, 31121.426, 86135, 9951
130, 31657.138, 86135, 9951
131, 30878.978, 86135, 9951
132, 33893.834, 86135, 9951
133, 34856.918, 86135, 9951
134, 38896.488, 86135, 9951
135, 42609.068, 86135, 9951
136, 47983.392, 86135, 9951
137, 47390.654, 86135, 9951
138, 49920.336, 86135, 9951
139, 55892.84, 86135, 9951
140, 54878.202, 86135, 9951
141, 58323.602, 86135, 9951
142, 37325.644, 86135, 9951
143, 42321.474, 86135, 9951
144, 48006.384, 86135, 9951
145, 47317.304, 86135, 9951
146, 49655.2, 86135, 9951
147, 36157.718, 86135, 9951
148, 36329.988, 86135, 9951
149, 42168.186, 86135, 9951
150, 42703.978, 86135, 9951
151, 46165.426, 86135, 9951
152, 49266.286, 86135, 9951
153, 47546.52, 86135, 9951
154, 55605.246, 86135, 9951
155, 59930.978, 86135, 9951
156, 47201.98, 86135, 9951
157, 32214.49, 86135, 9951
158, 28594.74, 86135, 9951
159, 22050.56, 86135, 9951
160, 14298.41, 86135, 9951
161, 20327.86, 86135, 9951
162, 23084.18, 86135, 9951
163, 19102.988, 86135, 9951
164, 16788.476, 86135, 9951
165, 20269.018, 86135, 9951
166, 23565.644, 86135, 9951
167, 27343.836, 86135, 9951
168, 29802.608, 86135, 9951
169, 20707.542, 86135, 9951
170, 17254.344, 86135, 9951
171, 17301.336, 86135, 9951
172, 23225.054, 86135, 9951
173, 24732.442, 86135, 9951
174, 31161.222, 86135, 9951
175, 34504.84, 86135, 9951
176, 34403.622, 86135, 9951
177, 36513.34, 86135, 9951
178, 23828.05, 86135, 9951
179, 28628.114, 86135, 9951
180, 16042.956, 86135, 9951
181, 22931.716, 86135, 9951
182, 25520.492, 86135, 9951
183, 14422.928, 86135, 9951
184, 18734.144, 86135, 9951
185, 22136.258, 86135, 9951
186, 13704.98, 86135, 9951
187, 17417.28, 86135, 9951
188, 23335.886, 86135, 9951
189, 23898.668, 86135, 9951
190, 28913.398, 86135, 9951
191, 23986.146, 86135, 9951
192, 24901.64, 86135, 9951
193, 27700.356, 86135, 9951
194, 34211.372, 86135, 9951
195, 39273.094, 86135, 9951
196, 32424.69, 86135, 9951
197, 33721.634, 86135, 9951
198, 26253.618, 86135, 9951
199, 30227.576, 86135, 9951
200, 35529.126, 86135, 9951
201, 38771.608, 86135, 9951
202, 42783.366, 86135, 9951
203, 44758.662, 86135, 9951
204, 45225.794, 86135, 9951
205, 46979.142, 86135, 9951
206, 48682.942, 86135, 9951
207, 54555.446, 86135, 9951
208, 50761.93, 86135, 9951
209, 47492.376, 86135, 9951
210, 21682.524, 86135, 9951
211, 24634.61, 86135, 9951
212, 33925.442, 86135, 9951
213, 13249.466, 86135, 9951
214, 15504.3, 86135, 9951
215, 13249.466, 86135, 9951
216, 11369.82, 86135, 9951
217, 10680.74, 86135, 9951
218, 11886.63, 86135, 9951
219, 17904.332, 86135, 9951
220, 22038.812, 86135, 9951
221, 13249.466, 86135, 9951
222, 19121.97, 86135, 9951
223, 21878.29, 86135, 9951
224, 22900.162, 86135, 9951
225, 26874.12, 86135, 9951
226, 30319.52, 86135, 9951
227, 24274.746, 86135, 9951
228, 24117.8, 86135, 9951
229, 23084.18, 86135, 9951
230, 26357.31, 86135, 9951
231, 25652.906, 86135, 9951
232, 32386.76, 86135, 9951
233, 33221.038, 86135, 9951
234, 21173.886, 86135, 9951
235, 25495.96, 86135, 9951
236, 23084.18, 86135, 9951
237, 22222.83, 86135, 9951
238, 28941.36, 86135, 9951
239, 22911.91, 86135, 9951
240, 27390.93, 86135, 9951
241, 24117.8, 86135, 9951
242, 17743.81, 86135, 9951
243, 22395.1, 86135, 9951
244, 25840.5, 86135, 9951
245, 28252.28, 86135, 9951
246, 29630.44, 86135, 9951
247, 36004.43, 86135, 9951
248, 35315.35, 86135, 9951
249, 39105.29, 86135, 9951
250, 45996.09, 86135, 9951
251, 37899.4, 86135, 9951
252, 36521.24, 86135, 9951
253, 42378.42, 86135, 9951
254, 44273.39, 86135, 9951
255, 46857.44, 86135, 9951
256, 52370.08, 86135, 9951
257, 55643.21, 86135, 9951
258, 55815.48, 86135, 9951
259, 40827.99, 86135, 9951
260, 36693.51, 86135, 9951
261, 42378.42, 86135, 9951
262, 45134.74, 86135, 9951
263, 42895.23, 86135, 9951
264, 50260.236, 86135, 9951
265, 43957.562, 86135, 9951
266, 44798.536, 86135, 9951
267, 51831.968, 86135, 9951
268, 44171.51, 86135, 9951
269, 52683.13, 86135, 9951
270, 42942.78, 88066, 10101
